frame.number,frame.time_relative,ip.src,ip.dst,ip.proto
68,0.000007000,11.0.2.1,11.0.4.1,17
69,0.000007000,11.0.1.1,11.0.3.1,17
70,0.000007000,11.0.2.1,11.0.4.1,17
71,0.000007000,11.0.1.1,11.0.3.1,17
72,0.000007000,11.0.2.1,11.0.4.1,17
73,0.000007000,11.0.1.1,11.0.3.1,17
74,0.000008000,11.0.2.1,11.0.4.1,17
75,0.000008000,11.0.1.1,11.0.3.1,17
76,0.000008000,11.0.2.1,11.0.4.1,17
77,0.000008000,11.0.1.1,11.0.3.1,17
78,0.000008000,11.0.2.1,11.0.4.1,17
79,0.000008000,11.0.1.1,11.0.3.1,17
80,0.000008000,11.0.2.1,11.0.4.1,17
81,0.000008000,11.0.1.1,11.0.3.1,17
82,0.000008000,11.0.2.1,11.0.4.1,17
83,0.000009000,11.0.1.1,11.0.3.1,17
84,0.000009000,11.0.2.1,11.0.4.1,17
85,0.000009000,11.0.1.1,11.0.3.1,17
86,0.000009000,11.0.2.1,11.0.4.1,17
87,0.000009000,11.0.1.1,11.0.3.1,17
88,0.000009000,11.0.2.1,11.0.4.1,17
89,0.000009000,11.0.1.1,11.0.3.1,17
90,0.000009000,11.0.2.1,11.0.4.1,17
91,0.000009000,11.0.1.1,11.0.3.1,17
92,0.000009000,11.0.2.1,11.0.4.1,17
93,0.000010000,11.0.1.1,11.0.3.1,17
94,0.000010000,11.0.2.1,11.0.4.1,17
95,0.000010000,11.0.1.1,11.0.3.1,17
96,0.000010000,11.0.2.1,11.0.4.1,17
97,0.000010000,11.0.1.1,11.0.3.1,17
98,0.000010000,11.0.2.1,11.0.4.1,17
99,0.000010000,11.0.1.1,11.0.3.1,17
100,0.000010000,11.0.2.1,11.0.4.1,17
101,0.000010000,11.0.1.1,11.0.3.1,17
102,0.000011000,11.0.2.1,11.0.4.1,17
103,0.000011000,11.0.1.1,11.0.3.1,17
104,0.000011000,11.0.2.1,11.0.4.1,17
105,0.000011000,11.0.1.1,11.0.3.1,17
106,0.000011000,11.0.2.1,11.0.4.1,17
107,0.000011000,11.0.1.1,11.0.3.1,17
108,0.000011000,11.0.2.1,11.0.4.1,17
109,0.000011000,11.0.1.1,11.0.3.1,17
110,0.000011000,11.0.2.1,11.0.4.1,17
111,0.000012000,11.0.1.1,11.0.3.1,17
112,0.000012000,11.0.2.1,11.0.4.1,17
113,0.000012000,11.0.1.1,11.0.3.1,17
114,0.000012000,11.0.2.1,11.0.4.1,17
115,0.000012000,11.0.1.1,11.0.3.1,17
116,0.000012000,11.0.2.1,11.0.4.1,17
117,0.000012000,11.0.1.1,11.0.3.1,17
118,0.000012000,11.0.2.1,11.0.4.1,17
119,0.000012000,11.0.1.1,11.0.3.1,17
120,0.000013000,11.0.2.1,11.0.4.1,17
121,0.000013000,11.0.1.1,11.0.3.1,17
122,0.000013000,11.0.2.1,11.0.4.1,17
123,0.000013000,11.0.1.1,11.0.3.1,17
124,0.000013000,11.0.2.1,11.0.4.1,17
125,0.000013000,11.0.1.1,11.0.3.1,17
126,0.000013000,11.0.2.1,11.0.4.1,17
127,0.000013000,11.0.1.1,11.0.3.1,17
128,0.000013000,11.0.2.1,11.0.4.1,17
129,0.000013000,11.0.1.1,11.0.3.1,17
130,0.000014000,11.0.2.1,11.0.4.1,17
131,0.000014000,11.0.1.1,11.0.3.1,17
132,0.000014000,11.0.2.1,11.0.4.1,17
133,0.000014000,11.0.1.1,11.0.3.1,17
134,0.000014000,11.0.2.1,11.0.4.1,17
135,0.000014000,11.0.1.1,11.0.3.1,17
136,0.000014000,11.0.2.1,11.0.4.1,17
137,0.000014000,11.0.1.1,11.0.3.1,17
138,0.000014000,11.0.2.1,11.0.4.1,17
139,0.000015000,11.0.1.1,11.0.3.1,17
140,0.000015000,11.0.2.1,11.0.4.1,17
141,0.000015000,11.0.1.1,11.0.3.1,17
142,0.000015000,11.0.2.1,11.0.4.1,17
143,0.000015000,11.0.1.1,11.0.3.1,17
144,0.000015000,11.0.2.1,11.0.4.1,17
145,0.000015000,11.0.1.1,11.0.3.1,17
146,0.000015000,11.0.2.1,11.0.4.1,17
147,0.000015000,11.0.1.1,11.0.3.1,17
148,0.000016000,11.0.2.1,11.0.4.1,17
149,0.000016000,11.0.1.1,11.0.3.1,17
150,0.000016000,11.0.2.1,11.0.4.1,17
151,0.000016000,11.0.1.1,11.0.3.1,17
152,0.000016000,11.0.2.1,11.0.4.1,17
153,0.000016000,11.0.1.1,11.0.3.1,17
154,0.000016000,11.0.2.1,11.0.4.1,17
155,0.000016000,11.0.1.1,11.0.3.1,17
156,0.000016000,11.0.2.1,11.0.4.1,17
157,0.000016000,11.0.1.1,11.0.3.1,17
158,0.000017000,11.0.2.1,11.0.4.1,17
159,0.000017000,11.0.1.1,11.0.3.1,17
160,0.000017000,11.0.2.1,11.0.4.1,17
161,0.000017000,11.0.1.1,11.0.3.1,17
162,0.000017000,11.0.2.1,11.0.4.1,17
163,0.000017000,11.0.1.1,11.0.3.1,17
164,0.000017000,11.0.2.1,11.0.4.1,17
165,0.000017000,11.0.1.1,11.0.3.1,17
166,0.000017000,11.0.2.1,11.0.4.1,17
167,0.000018000,11.0.1.1,11.0.3.1,17
168,0.000018000,11.0.2.1,11.0.4.1,17
169,0.000018000,11.0.1.1,11.0.3.1,17
170,0.000018000,11.0.2.1,11.0.4.1,17
171,0.000018000,11.0.1.1,11.0.3.1,17
172,0.000018000,11.0.2.1,11.0.4.1,17
173,0.000018000,11.0.1.1,11.0.3.1,17
174,0.000018000,11.0.2.1,11.0.4.1,17
175,0.000018000,11.0.1.1,11.0.3.1,17
176,0.000019000,11.0.2.1,11.0.4.1,17
177,0.000019000,11.0.1.1,11.0.3.1,17
178,0.000019000,11.0.2.1,11.0.4.1,17
179,0.000019000,11.0.1.1,11.0.3.1,17
180,0.000019000,11.0.2.1,11.0.4.1,17
181,0.000019000,11.0.1.1,11.0.3.1,17
182,0.000019000,11.0.2.1,11.0.4.1,17
183,0.000019000,11.0.1.1,11.0.3.1,17
184,0.000019000,11.0.2.1,11.0.4.1,17
185,0.000019000,11.0.1.1,11.0.3.1,17
186,0.000020000,11.0.2.1,11.0.4.1,17
187,0.000020000,11.0.1.1,11.0.3.1,17
188,0.000020000,11.0.2.1,11.0.4.1,17
189,0.000020000,11.0.1.1,11.0.3.1,17
190,0.000020000,11.0.2.1,11.0.4.1,17
191,0.000020000,11.0.1.1,11.0.3.1,17
192,0.000020000,11.0.2.1,11.0.4.1,17
193,0.000020000,11.0.1.1,11.0.3.1,17
194,0.000020000,11.0.2.1,11.0.4.1,17
195,0.000021000,11.0.1.1,11.0.3.1,17
196,0.000021000,11.0.2.1,11.0.4.1,17
197,0.000021000,11.0.1.1,11.0.3.1,17
198,0.000021000,11.0.2.1,11.0.4.1,17
199,0.000021000,11.0.1.1,11.0.3.1,17
200,0.000021000,11.0.2.1,11.0.4.1,17
201,0.000021000,11.0.1.1,11.0.3.1,17
202,0.000021000,11.0.2.1,11.0.4.1,17
203,0.000021000,11.0.1.1,11.0.3.1,17
204,0.000022000,11.0.2.1,11.0.4.1,17
205,0.000022000,11.0.1.1,11.0.3.1,17
206,0.000022000,11.0.2.1,11.0.4.1,17
207,0.000022000,11.0.1.1,11.0.3.1,17
208,0.000022000,11.0.2.1,11.0.4.1,17
209,0.000022000,11.0.1.1,11.0.3.1,17
210,0.000022000,11.0.2.1,11.0.4.1,17
211,0.000022000,11.0.1.1,11.0.3.1,17
212,0.000022000,11.0.2.1,11.0.4.1,17
213,0.000023000,11.0.1.1,11.0.3.1,17
214,0.000023000,11.0.2.1,11.0.4.1,17
215,0.000023000,11.0.1.1,11.0.3.1,17
216,0.000023000,11.0.2.1,11.0.4.1,17
217,0.000023000,11.0.1.1,11.0.3.1,17
218,0.000023000,11.0.2.1,11.0.4.1,17
219,0.000023000,11.0.1.1,11.0.3.1,17
220,0.000023000,11.0.2.1,11.0.4.1,17
221,0.000023000,11.0.1.1,11.0.3.1,17
222,0.000023000,11.0.2.1,11.0.4.1,17
223,0.000024000,11.0.1.1,11.0.3.1,17
224,0.000024000,11.0.2.1,11.0.4.1,17
225,0.000024000,11.0.1.1,11.0.3.1,17
226,0.000024000,11.0.2.1,11.0.4.1,17
227,0.000024000,11.0.1.1,11.0.3.1,17
228,0.000024000,11.0.2.1,11.0.4.1,17
229,0.000024000,11.0.1.1,11.0.3.1,17
230,0.000024000,11.0.2.1,11.0.4.1,17
231,0.000024000,11.0.1.1,11.0.3.1,17
232,0.000025000,11.0.2.1,11.0.4.1,17
233,0.000025000,11.0.1.1,11.0.3.1,17
234,0.000025000,11.0.2.1,11.0.4.1,17
235,0.000025000,11.0.1.1,11.0.3.1,17
236,0.000025000,11.0.2.1,11.0.4.1,17
237,0.000025000,11.0.1.1,11.0.3.1,17
238,0.000025000,11.0.2.1,11.0.4.1,17
239,0.000025000,11.0.1.1,11.0.3.1,17
240,0.000025000,11.0.2.1,11.0.4.1,17
241,0.000026000,11.0.1.1,11.0.3.1,17
242,0.000026000,11.0.2.1,11.0.4.1,17
243,0.000026000,11.0.1.1,11.0.3.1,17
244,0.000026000,11.0.2.1,11.0.4.1,17
245,0.000026000,11.0.1.1,11.0.3.1,17
246,0.000026000,11.0.2.1,11.0.4.1,17
247,0.000026000,11.0.1.1,11.0.3.1,17
248,0.000026000,11.0.2.1,11.0.4.1,17
249,0.000026000,11.0.1.1,11.0.3.1,17
250,0.000026000,11.0.2.1,11.0.4.1,17
251,0.000027000,11.0.1.1,11.0.3.1,17
252,0.000027000,11.0.2.1,11.0.4.1,17
253,0.000027000,11.0.1.1,11.0.3.1,17
254,0.000027000,11.0.2.1,11.0.4.1,17
255,0.000027000,11.0.1.1,11.0.3.1,17
256,0.000027000,11.0.2.1,11.0.4.1,17
257,0.000027000,11.0.1.1,11.0.3.1,17
258,0.000027000,11.0.2.1,11.0.4.1,17
259,0.000027000,11.0.1.1,11.0.3.1,17
260,0.000028000,11.0.2.1,11.0.4.1,17
261,0.000028000,11.0.1.1,11.0.3.1,17
262,0.000028000,11.0.2.1,11.0.4.1,17
263,0.000028000,11.0.1.1,11.0.3.1,17
264,0.000028000,11.0.2.1,11.0.4.1,17
265,0.000028000,11.0.1.1,11.0.3.1,17
266,0.000028000,11.0.2.1,11.0.4.1,17
267,0.000028000,11.0.1.1,11.0.3.1,17
268,0.000028000,11.0.2.1,11.0.4.1,17
269,0.000029000,11.0.1.1,11.0.3.1,17
270,0.000029000,11.0.2.1,11.0.4.1,17
271,0.000029000,11.0.1.1,11.0.3.1,17
272,0.000029000,11.0.2.1,11.0.4.1,17
273,0.000029000,11.0.1.1,11.0.3.1,17
274,0.000029000,11.0.2.1,11.0.4.1,17
275,0.000029000,11.0.1.1,11.0.3.1,17
276,0.000029000,11.0.2.1,11.0.4.1,17
277,0.000029000,11.0.1.1,11.0.3.1,17
278,0.000029000,11.0.2.1,11.0.4.1,17
279,0.000030000,11.0.1.1,11.0.3.1,17
280,0.000030000,11.0.2.1,11.0.4.1,17
281,0.000030000,11.0.1.1,11.0.3.1,17
282,0.000030000,11.0.2.1,11.0.4.1,17
283,0.000030000,11.0.1.1,11.0.3.1,17
284,0.000030000,11.0.2.1,11.0.4.1,17
285,0.000030000,11.0.1.1,11.0.3.1,17
286,0.000030000,11.0.2.1,11.0.4.1,17
287,0.000030000,11.0.1.1,11.0.3.1,17
288,0.000031000,11.0.2.1,11.0.4.1,17
289,0.000031000,11.0.1.1,11.0.3.1,17
290,0.000031000,11.0.2.1,11.0.4.1,17
291,0.000031000,11.0.1.1,11.0.3.1,17
292,0.000031000,11.0.2.1,11.0.4.1,17
293,0.000031000,11.0.1.1,11.0.3.1,17
294,0.000031000,11.0.2.1,11.0.4.1,17
295,0.000031000,11.0.1.1,11.0.3.1,17
296,0.000031000,11.0.2.1,11.0.4.1,17
297,0.000032000,11.0.1.1,11.0.3.1,17
298,0.000032000,11.0.2.1,11.0.4.1,17
299,0.000032000,11.0.1.1,11.0.3.1,17
300,0.000032000,11.0.2.1,11.0.4.1,17
301,0.000032000,11.0.1.1,11.0.3.1,17
302,0.000032000,11.0.2.1,11.0.4.1,17
303,0.000032000,11.0.1.1,11.0.3.1,17
304,0.000032000,11.0.2.1,11.0.4.1,17
305,0.000032000,11.0.1.1,11.0.3.1,17
306,0.000033000,11.0.2.1,11.0.4.1,17
307,0.000033000,11.0.1.1,11.0.3.1,17
308,0.000033000,11.0.2.1,11.0.4.1,17
309,0.000033000,11.0.1.1,11.0.3.1,17
310,0.000033000,11.0.2.1,11.0.4.1,17
311,0.000033000,11.0.1.1,11.0.3.1,17
312,0.000033000,11.0.2.1,11.0.4.1,17
313,0.000033000,11.0.1.1,11.0.3.1,17
314,0.000033000,11.0.2.1,11.0.4.1,17
315,0.000033000,11.0.1.1,11.0.3.1,17
316,0.000034000,11.0.2.1,11.0.4.1,17
317,0.000034000,11.0.1.1,11.0.3.1,17
318,0.000034000,11.0.2.1,11.0.4.1,17
319,0.000034000,11.0.1.1,11.0.3.1,17
320,0.000034000,11.0.2.1,11.0.4.1,17
321,0.000034000,11.0.1.1,11.0.3.1,17
322,0.000034000,11.0.2.1,11.0.4.1,17
323,0.000034000,11.0.1.1,11.0.3.1,17
324,0.000034000,11.0.2.1,11.0.4.1,17
325,0.000035000,11.0.1.1,11.0.3.1,17
326,0.000035000,11.0.2.1,11.0.4.1,17
327,0.000035000,11.0.1.1,11.0.3.1,17
328,0.000035000,11.0.2.1,11.0.4.1,17
329,0.000035000,11.0.1.1,11.0.3.1,17
330,0.000035000,11.0.2.1,11.0.4.1,17
331,0.000035000,11.0.1.1,11.0.3.1,17
332,0.000035000,11.0.2.1,11.0.4.1,17
333,0.000035000,11.0.1.1,11.0.3.1,17
334,0.000036000,11.0.2.1,11.0.4.1,17
335,0.000036000,11.0.1.1,11.0.3.1,17
336,0.000036000,11.0.2.1,11.0.4.1,17
337,0.000036000,11.0.1.1,11.0.3.1,17
338,0.000036000,11.0.2.1,11.0.4.1,17
339,0.000036000,11.0.1.1,11.0.3.1,17
340,0.000036000,11.0.2.1,11.0.4.1,17
341,0.000036000,11.0.1.1,11.0.3.1,17
342,0.000036000,11.0.2.1,11.0.4.1,17
343,0.000036000,11.0.1.1,11.0.3.1,17
344,0.000037000,11.0.2.1,11.0.4.1,17
345,0.000037000,11.0.1.1,11.0.3.1,17
346,0.000037000,11.0.2.1,11.0.4.1,17
347,0.000037000,11.0.1.1,11.0.3.1,17
348,0.000037000,11.0.2.1,11.0.4.1,17
349,0.000037000,11.0.1.1,11.0.3.1,17
350,0.000037000,11.0.2.1,11.0.4.1,17
351,0.000037000,11.0.1.1,11.0.3.1,17
352,0.000037000,11.0.2.1,11.0.4.1,17
353,0.000038000,11.0.1.1,11.0.3.1,17
354,0.000038000,11.0.2.1,11.0.4.1,17
355,0.000038000,11.0.1.1,11.0.3.1,17
356,0.000038000,11.0.2.1,11.0.4.1,17
357,0.000038000,11.0.1.1,11.0.3.1,17
358,0.000038000,11.0.2.1,11.0.4.1,17
359,0.000038000,11.0.1.1,11.0.3.1,17
360,0.000038000,11.0.2.1,11.0.4.1,17
361,0.000038000,11.0.1.1,11.0.3.1,17
362,0.000039000,11.0.2.1,11.0.4.1,17
363,0.000039000,11.0.1.1,11.0.3.1,17
364,0.000039000,11.0.2.1,11.0.4.1,17
365,0.000039000,11.0.1.1,11.0.3.1,17
366,0.000039000,11.0.2.1,11.0.4.1,17
367,0.000039000,11.0.1.1,11.0.3.1,17
368,0.000039000,11.0.2.1,11.0.4.1,17
369,0.000039000,11.0.1.1,11.0.3.1,17
370,0.000039000,11.0.2.1,11.0.4.1,17
371,0.000039000,11.0.1.1,11.0.3.1,17
372,0.000040000,11.0.2.1,11.0.4.1,17
373,0.000040000,11.0.1.1,11.0.3.1,17
374,0.000040000,11.0.2.1,11.0.4.1,17
375,0.000040000,11.0.1.1,11.0.3.1,17
376,0.000040000,11.0.2.1,11.0.4.1,17
377,0.000040000,11.0.1.1,11.0.3.1,17
378,0.000040000,11.0.2.1,11.0.4.1,17
379,0.000040000,11.0.1.1,11.0.3.1,17
380,0.000040000,11.0.2.1,11.0.4.1,17
381,0.000041000,11.0.1.1,11.0.3.1,17
382,0.000041000,11.0.2.1,11.0.4.1,17
383,0.000041000,11.0.1.1,11.0.3.1,17
384,0.000041000,11.0.2.1,11.0.4.1,17
385,0.000041000,11.0.1.1,11.0.3.1,17
386,0.000041000,11.0.2.1,11.0.4.1,17
387,0.000041000,11.0.1.1,11.0.3.1,17
388,0.000041000,11.0.2.1,11.0.4.1,17
389,0.000041000,11.0.1.1,11.0.3.1,17
390,0.000042000,11.0.2.1,11.0.4.1,17
391,0.000042000,11.0.1.1,11.0.3.1,17
392,0.000042000,11.0.2.1,11.0.4.1,17
393,0.000042000,11.0.1.1,11.0.3.1,17
394,0.000042000,11.0.2.1,11.0.4.1,17
395,0.000042000,11.0.1.1,11.0.3.1,17
396,0.000042000,11.0.2.1,11.0.4.1,17
397,0.000042000,11.0.1.1,11.0.3.1,17
398,0.000042000,11.0.2.1,11.0.4.1,17
399,0.000043000,11.0.1.1,11.0.3.1,17
400,0.000043000,11.0.2.1,11.0.4.1,17
401,0.000043000,11.0.1.1,11.0.3.1,17
402,0.000043000,11.0.2.1,11.0.4.1,17
403,0.000043000,11.0.1.1,11.0.3.1,17
404,0.000043000,11.0.2.1,11.0.4.1,17
405,0.000043000,11.0.1.1,11.0.3.1,17
406,0.000043000,11.0.2.1,11.0.4.1,17
407,0.000043000,11.0.1.1,11.0.3.1,17
408,0.000043000,11.0.2.1,11.0.4.1,17
409,0.000044000,11.0.1.1,11.0.3.1,17
410,0.000044000,11.0.2.1,11.0.4.1,17
411,0.000044000,11.0.1.1,11.0.3.1,17
412,0.000044000,11.0.2.1,11.0.4.1,17
413,0.000044000,11.0.1.1,11.0.3.1,17
414,0.000044000,11.0.2.1,11.0.4.1,17
415,0.000044000,11.0.1.1,11.0.3.1,17
416,0.000044000,11.0.2.1,11.0.4.1,17
417,0.000044000,11.0.1.1,11.0.3.1,17
418,0.000045000,11.0.2.1,11.0.4.1,17
419,0.000045000,11.0.1.1,11.0.3.1,17
420,0.000045000,11.0.2.1,11.0.4.1,17
421,0.000045000,11.0.1.1,11.0.3.1,17
422,0.000045000,11.0.2.1,11.0.4.1,17
423,0.000045000,11.0.1.1,11.0.3.1,17
424,0.000045000,11.0.2.1,11.0.4.1,17
425,0.000045000,11.0.1.1,11.0.3.1,17
426,0.000045000,11.0.2.1,11.0.4.1,17
427,0.000046000,11.0.1.1,11.0.3.1,17
428,0.000046000,11.0.2.1,11.0.4.1,17
429,0.000046000,11.0.1.1,11.0.3.1,17
430,0.000046000,11.0.2.1,11.0.4.1,17
431,0.000046000,11.0.1.1,11.0.3.1,17
432,0.000046000,11.0.2.1,11.0.4.1,17
433,0.000046000,11.0.1.1,11.0.3.1,17
434,0.000046000,11.0.2.1,11.0.4.1,17
435,0.000046000,11.0.1.1,11.0.3.1,17
436,0.000046000,11.0.2.1,11.0.4.1,17
437,0.000047000,11.0.1.1,11.0.3.1,17
438,0.000047000,11.0.2.1,11.0.4.1,17
439,0.000047000,11.0.1.1,11.0.3.1,17
440,0.000047000,11.0.2.1,11.0.4.1,17
441,0.000047000,11.0.1.1,11.0.3.1,17
442,0.000047000,11.0.2.1,11.0.4.1,17
443,0.000047000,11.0.1.1,11.0.3.1,17
444,0.000047000,11.0.2.1,11.0.4.1,17
445,0.000047000,11.0.1.1,11.0.3.1,17
446,0.000048000,11.0.2.1,11.0.4.1,17
447,0.000048000,11.0.1.1,11.0.3.1,17
448,0.000048000,11.0.2.1,11.0.4.1,17
449,0.000048000,11.0.1.1,11.0.3.1,17
450,0.000048000,11.0.2.1,11.0.4.1,17
451,0.000048000,11.0.1.1,11.0.3.1,17
452,0.000048000,11.0.2.1,11.0.4.1,17
453,0.000048000,11.0.1.1,11.0.3.1,17
454,0.000048000,11.0.2.1,11.0.4.1,17
455,0.000049000,11.0.1.1,11.0.3.1,17
456,0.000049000,11.0.2.1,11.0.4.1,17
457,0.000049000,11.0.1.1,11.0.3.1,17
458,0.000049000,11.0.2.1,11.0.4.1,17
459,0.000049000,11.0.1.1,11.0.3.1,17
460,0.000049000,11.0.2.1,11.0.4.1,17
461,0.000049000,11.0.1.1,11.0.3.1,17
462,0.000049000,11.0.2.1,11.0.4.1,17
463,0.000049000,11.0.1.1,11.0.3.1,17
464,0.000049000,11.0.2.1,11.0.4.1,17
465,0.000050000,11.0.1.1,11.0.3.1,17
466,0.000050000,11.0.2.1,11.0.4.1,17
467,0.000050000,11.0.1.1,11.0.3.1,17
468,0.000050000,11.0.2.1,11.0.4.1,17
469,0.000050000,11.0.1.1,11.0.3.1,17
470,0.000050000,11.0.2.1,11.0.4.1,17
471,0.000050000,11.0.1.1,11.0.3.1,17
472,0.000050000,11.0.2.1,11.0.4.1,17
473,0.000050000,11.0.1.1,11.0.3.1,17
474,0.000051000,11.0.2.1,11.0.4.1,17
475,0.000051000,11.0.1.1,11.0.3.1,17
476,0.000051000,11.0.2.1,11.0.4.1,17
477,0.000051000,11.0.1.1,11.0.3.1,17
478,0.000051000,11.0.2.1,11.0.4.1,17
479,0.000051000,11.0.1.1,11.0.3.1,17
480,0.000051000,11.0.2.1,11.0.4.1,17
481,0.000051000,11.0.1.1,11.0.3.1,17
482,0.000051000,11.0.2.1,11.0.4.1,17
483,0.000052000,11.0.1.1,11.0.3.1,17
484,0.000052000,11.0.2.1,11.0.4.1,17
485,0.000052000,11.0.1.1,11.0.3.1,17
486,0.000052000,11.0.2.1,11.0.4.1,17
487,0.000052000,11.0.1.1,11.0.3.1,17
488,0.000052000,11.0.2.1,11.0.4.1,17
489,0.000052000,11.0.1.1,11.0.3.1,17
490,0.000052000,11.0.2.1,11.0.4.1,17
491,0.000052000,11.0.1.1,11.0.3.1,17
492,0.000052000,11.0.2.1,11.0.4.1,17
493,0.000053000,11.0.1.1,11.0.3.1,17
494,0.000053000,11.0.2.1,11.0.4.1,17
495,0.000053000,11.0.1.1,11.0.3.1,17
496,0.000053000,11.0.2.1,11.0.4.1,17
497,0.000053000,11.0.1.1,11.0.3.1,17
498,0.000053000,11.0.2.1,11.0.4.1,17
499,0.000053000,11.0.1.1,11.0.3.1,17
500,0.000053000,11.0.2.1,11.0.4.1,17
501,0.000053000,11.0.1.1,11.0.3.1,17
502,0.000054000,11.0.2.1,11.0.4.1,17
503,0.000054000,11.0.1.1,11.0.3.1,17
504,0.000054000,11.0.2.1,11.0.4.1,17
505,0.000054000,11.0.1.1,11.0.3.1,17
506,0.000054000,11.0.2.1,11.0.4.1,17
507,0.000054000,11.0.1.1,11.0.3.1,17
508,0.000054000,11.0.2.1,11.0.4.1,17
509,0.000054000,11.0.1.1,11.0.3.1,17
510,0.000054000,11.0.2.1,11.0.4.1,17
511,0.000055000,11.0.1.1,11.0.3.1,17
512,0.000055000,11.0.2.1,11.0.4.1,17
513,0.000055000,11.0.1.1,11.0.3.1,17
514,0.000055000,11.0.2.1,11.0.4.1,17
515,0.000055000,11.0.1.1,11.0.3.1,17
516,0.000055000,11.0.2.1,11.0.4.1,17
517,0.000055000,11.0.1.1,11.0.3.1,17
518,0.000055000,11.0.2.1,11.0.4.1,17
519,0.000055000,11.0.1.1,11.0.3.1,17
520,0.000056000,11.0.2.1,11.0.4.1,17
521,0.000056000,11.0.1.1,11.0.3.1,17
522,0.000056000,11.0.2.1,11.0.4.1,17
523,0.000056000,11.0.1.1,11.0.3.1,17
524,0.000056000,11.0.2.1,11.0.4.1,17
525,0.000056000,11.0.1.1,11.0.3.1,17
526,0.000056000,11.0.2.1,11.0.4.1,17
527,0.000056000,11.0.1.1,11.0.3.1,17
528,0.000056000,11.0.2.1,11.0.4.1,17
529,0.000056000,11.0.1.1,11.0.3.1,17
530,0.000057000,11.0.2.1,11.0.4.1,17
531,0.000057000,11.0.1.1,11.0.3.1,17
532,0.000057000,11.0.2.1,11.0.4.1,17
533,0.000057000,11.0.1.1,11.0.3.1,17
534,0.000057000,11.0.2.1,11.0.4.1,17
535,0.000057000,11.0.1.1,11.0.3.1,17
536,0.000057000,11.0.2.1,11.0.4.1,17
