frame.number,frame.time_relative,ip.src,ip.dst,ip.proto
93271,0.010052000,11.0.2.1,11.0.4.1,17
93272,0.010052000,11.0.2.1,11.0.4.1,17
93273,0.010052000,11.0.2.1,11.0.4.1,17
93274,0.010053000,11.0.2.1,11.0.4.1,17
93275,0.010053000,11.0.2.1,11.0.4.1,17
93276,0.010053000,11.0.2.1,11.0.4.1,17
93277,0.010053000,11.0.2.1,11.0.4.1,17
93278,0.010053000,11.0.1.1,11.0.3.1,17
93279,0.010053000,11.0.2.1,11.0.4.1,17
93280,0.010054000,11.0.2.1,11.0.4.1,17
93281,0.010054000,11.0.2.1,11.0.4.1,17
93282,0.010054000,11.0.2.1,11.0.4.1,17
93283,0.010054000,11.0.2.1,11.0.4.1,17
93284,0.010054000,11.0.2.1,11.0.4.1,17
93285,0.010055000,11.0.2.1,11.0.4.1,17
93286,0.010055000,11.0.2.1,11.0.4.1,17
93287,0.010055000,11.0.2.1,11.0.4.1,17
93288,0.010055000,11.0.2.1,11.0.4.1,17
93289,0.010056000,11.0.2.1,11.0.4.1,17
93290,0.010056000,11.0.2.1,11.0.4.1,17
93291,0.010056000,11.0.2.1,11.0.4.1,17
93292,0.010056000,11.0.2.1,11.0.4.1,17
93293,0.010056000,11.0.2.1,11.0.4.1,17
93294,0.010057000,11.0.2.1,11.0.4.1,17
93295,0.010057000,11.0.2.1,11.0.4.1,17
93296,0.010057000,11.0.2.1,11.0.4.1,17
93297,0.010057000,11.0.2.1,11.0.4.1,17
93298,0.010058000,11.0.2.1,11.0.4.1,17
93299,0.010058000,11.0.2.1,11.0.4.1,17
93300,0.010058000,11.0.2.1,11.0.4.1,17
93301,0.010058000,11.0.2.1,11.0.4.1,17
93302,0.010058000,11.0.2.1,11.0.4.1,17
93303,0.010059000,11.0.2.1,11.0.4.1,17
93304,0.010059000,11.0.1.1,11.0.3.1,17
93305,0.010059000,11.0.2.1,11.0.4.1,17
93306,0.010059000,11.0.2.1,11.0.4.1,17
93307,0.010059000,11.0.2.1,11.0.4.1,17
93308,0.010059000,11.0.2.1,11.0.4.1,17
93309,0.010060000,11.0.2.1,11.0.4.1,17
93310,0.010060000,11.0.2.1,11.0.4.1,17
93311,0.010060000,11.0.2.1,11.0.4.1,17
93312,0.010060000,11.0.2.1,11.0.4.1,17
93313,0.010061000,11.0.2.1,11.0.4.1,17
93314,0.010061000,11.0.2.1,11.0.4.1,17
93315,0.010061000,11.0.2.1,11.0.4.1,17
93316,0.010061000,11.0.2.1,11.0.4.1,17
93317,0.010061000,11.0.2.1,11.0.4.1,17
93318,0.010062000,11.0.2.1,11.0.4.1,17
93319,0.010062000,11.0.2.1,11.0.4.1,17
93320,0.010062000,11.0.2.1,11.0.4.1,17
93321,0.010062000,11.0.2.1,11.0.4.1,17
93322,0.010062000,11.0.2.1,11.0.4.1,17
93323,0.010063000,11.0.2.1,11.0.4.1,17
93324,0.010063000,11.0.2.1,11.0.4.1,17
93325,0.010063000,11.0.2.1,11.0.4.1,17
93326,0.010063000,11.0.2.1,11.0.4.1,17
93327,0.010064000,11.0.2.1,11.0.4.1,17
93328,0.010064000,11.0.2.1,11.0.4.1,17
93329,0.010064000,11.0.2.1,11.0.4.1,17
93330,0.010064000,11.0.2.1,11.0.4.1,17
93331,0.010064000,11.0.2.1,11.0.4.1,17
93332,0.010065000,11.0.2.1,11.0.4.1,17
93333,0.010065000,11.0.2.1,11.0.4.1,17
93334,0.010065000,11.0.2.1,11.0.4.1,17
93335,0.010065000,11.0.2.1,11.0.4.1,17
93336,0.010065000,11.0.2.1,11.0.4.1,17
93337,0.010066000,11.0.2.1,11.0.4.1,17
93338,0.010066000,11.0.2.1,11.0.4.1,17
93339,0.010066000,11.0.2.1,11.0.4.1,17
93340,0.010066000,11.0.2.1,11.0.4.1,17
93341,0.010067000,11.0.2.1,11.0.4.1,17
93342,0.010067000,11.0.2.1,11.0.4.1,17
93343,0.010067000,11.0.2.1,11.0.4.1,17
93344,0.010067000,11.0.2.1,11.0.4.1,17
93345,0.010067000,11.0.2.1,11.0.4.1,17
93346,0.010068000,11.0.2.1,11.0.4.1,17
93347,0.010068000,11.0.2.1,11.0.4.1,17
93348,0.010068000,11.0.2.1,11.0.4.1,17
93349,0.010068000,11.0.2.1,11.0.4.1,17
93350,0.010068000,11.0.2.1,11.0.4.1,17
93351,0.010069000,11.0.2.1,11.0.4.1,17
93352,0.010069000,11.0.2.1,11.0.4.1,17
93353,0.010069000,11.0.2.1,11.0.4.1,17
93354,0.010069000,11.0.2.1,11.0.4.1,17
93355,0.010070000,11.0.2.1,11.0.4.1,17
93356,0.010070000,11.0.2.1,11.0.4.1,17
93357,0.010070000,11.0.2.1,11.0.4.1,17
93358,0.010070000,11.0.2.1,11.0.4.1,17
93359,0.010070000,11.0.2.1,11.0.4.1,17
93360,0.010071000,11.0.2.1,11.0.4.1,17
93361,0.010071000,11.0.2.1,11.0.4.1,17
93362,0.010071000,11.0.2.1,11.0.4.1,17
93363,0.010071000,11.0.2.1,11.0.4.1,17
93364,0.010071000,11.0.1.1,11.0.3.1,17
93365,0.010071000,11.0.2.1,11.0.4.1,17
93366,0.010072000,11.0.2.1,11.0.4.1,17
93367,0.010072000,11.0.2.1,11.0.4.1,17
93368,0.010072000,11.0.2.1,11.0.4.1,17
93369,0.010072000,11.0.2.1,11.0.4.1,17
93370,0.010073000,11.0.2.1,11.0.4.1,17
93371,0.010073000,11.0.2.1,11.0.4.1,17
93372,0.010073000,11.0.2.1,11.0.4.1,17
93373,0.010073000,11.0.2.1,11.0.4.1,17
93374,0.010073000,11.0.2.1,11.0.4.1,17
93375,0.010074000,11.0.2.1,11.0.4.1,17
93376,0.010074000,11.0.2.1,11.0.4.1,17
93377,0.010074000,11.0.2.1,11.0.4.1,17
93378,0.010074000,11.0.2.1,11.0.4.1,17
93379,0.010074000,11.0.2.1,11.0.4.1,17
93380,0.010075000,11.0.2.1,11.0.4.1,17
93381,0.010075000,11.0.2.1,11.0.4.1,17
93382,0.010075000,11.0.2.1,11.0.4.1,17
93383,0.010075000,11.0.2.1,11.0.4.1,17
93384,0.010076000,11.0.2.1,11.0.4.1,17
93385,0.010076000,11.0.2.1,11.0.4.1,17
93386,0.010076000,11.0.2.1,11.0.4.1,17
93387,0.010076000,11.0.2.1,11.0.4.1,17
93388,0.010076000,11.0.2.1,11.0.4.1,17
93389,0.010077000,11.0.2.1,11.0.4.1,17
93390,0.010077000,11.0.2.1,11.0.4.1,17
93391,0.010077000,11.0.2.1,11.0.4.1,17
93392,0.010077000,11.0.2.1,11.0.4.1,17
93393,0.010077000,11.0.2.1,11.0.4.1,17
93394,0.010078000,11.0.2.1,11.0.4.1,17
93395,0.010078000,11.0.2.1,11.0.4.1,17
93396,0.010078000,11.0.2.1,11.0.4.1,17
93397,0.010078000,11.0.1.1,11.0.3.1,17
93398,0.010078000,11.0.2.1,11.0.4.1,17
93399,0.010079000,11.0.2.1,11.0.4.1,17
93400,0.010079000,11.0.2.1,11.0.4.1,17
93401,0.010079000,11.0.2.1,11.0.4.1,17
93402,0.010079000,11.0.2.1,11.0.4.1,17
93403,0.010079000,11.0.2.1,11.0.4.1,17
93404,0.010080000,11.0.2.1,11.0.4.1,17
93405,0.010080000,11.0.2.1,11.0.4.1,17
93406,0.010080000,11.0.2.1,11.0.4.1,17
93407,0.010080000,11.0.2.1,11.0.4.1,17
93408,0.010081000,11.0.2.1,11.0.4.1,17
93409,0.010081000,11.0.2.1,11.0.4.1,17
93410,0.010081000,11.0.2.1,11.0.4.1,17
93411,0.010081000,11.0.2.1,11.0.4.1,17
93412,0.010081000,11.0.2.1,11.0.4.1,17
93413,0.010082000,11.0.2.1,11.0.4.1,17
93414,0.010082000,11.0.2.1,11.0.4.1,17
93415,0.010082000,11.0.2.1,11.0.4.1,17
93416,0.010082000,11.0.2.1,11.0.4.1,17
93417,0.010082000,11.0.2.1,11.0.4.1,17
93418,0.010083000,11.0.2.1,11.0.4.1,17
93419,0.010083000,11.0.2.1,11.0.4.1,17
93420,0.010083000,11.0.2.1,11.0.4.1,17
93421,0.010083000,11.0.2.1,11.0.4.1,17
93422,0.010084000,11.0.2.1,11.0.4.1,17
93423,0.010084000,11.0.2.1,11.0.4.1,17
93424,0.010084000,11.0.2.1,11.0.4.1,17
93425,0.010084000,11.0.2.1,11.0.4.1,17
93426,0.010084000,11.0.2.1,11.0.4.1,17
93427,0.010085000,11.0.2.1,11.0.4.1,17
93428,0.010085000,11.0.2.1,11.0.4.1,17
93429,0.010085000,11.0.2.1,11.0.4.1,17
93430,0.010085000,11.0.2.1,11.0.4.1,17
93431,0.010085000,11.0.2.1,11.0.4.1,17
93432,0.010086000,11.0.2.1,11.0.4.1,17
93433,0.010086000,11.0.2.1,11.0.4.1,17
93434,0.010086000,11.0.2.1,11.0.4.1,17
93435,0.010086000,11.0.2.1,11.0.4.1,17
93436,0.010087000,11.0.2.1,11.0.4.1,17
93437,0.010087000,11.0.2.1,11.0.4.1,17
93438,0.010087000,11.0.2.1,11.0.4.1,17
93439,0.010087000,11.0.2.1,11.0.4.1,17
93440,0.010087000,11.0.2.1,11.0.4.1,17
93441,0.010088000,11.0.2.1,11.0.4.1,17
93442,0.010088000,11.0.2.1,11.0.4.1,17
93443,0.010088000,11.0.2.1,11.0.4.1,17
93444,0.010088000,11.0.2.1,11.0.4.1,17
93445,0.010088000,11.0.2.1,11.0.4.1,17
93446,0.010089000,11.0.2.1,11.0.4.1,17
93447,0.010089000,11.0.2.1,11.0.4.1,17
93448,0.010089000,11.0.2.1,11.0.4.1,17
93449,0.010089000,11.0.2.1,11.0.4.1,17
93450,0.010090000,11.0.2.1,11.0.4.1,17
93451,0.010090000,11.0.2.1,11.0.4.1,17
93452,0.010090000,11.0.2.1,11.0.4.1,17
93453,0.010090000,11.0.2.1,11.0.4.1,17
93454,0.010090000,11.0.2.1,11.0.4.1,17
93455,0.010091000,11.0.2.1,11.0.4.1,17
93456,0.010091000,11.0.2.1,11.0.4.1,17
93457,0.010091000,11.0.2.1,11.0.4.1,17
93458,0.010091000,11.0.2.1,11.0.4.1,17
93459,0.010091000,11.0.2.1,11.0.4.1,17
93460,0.010092000,11.0.2.1,11.0.4.1,17
93461,0.010092000,11.0.2.1,11.0.4.1,17
93462,0.010092000,11.0.2.1,11.0.4.1,17
93463,0.010092000,11.0.2.1,11.0.4.1,17
93464,0.010093000,11.0.2.1,11.0.4.1,17
93465,0.010093000,11.0.2.1,11.0.4.1,17
93466,0.010093000,11.0.2.1,11.0.4.1,17
93467,0.010093000,11.0.2.1,11.0.4.1,17
93468,0.010093000,11.0.2.1,11.0.4.1,17
93469,0.010094000,11.0.2.1,11.0.4.1,17
93470,0.010094000,11.0.2.1,11.0.4.1,17
93471,0.010094000,11.0.2.1,11.0.4.1,17
93472,0.010094000,11.0.2.1,11.0.4.1,17
93473,0.010094000,11.0.2.1,11.0.4.1,17
93474,0.010095000,11.0.2.1,11.0.4.1,17
93475,0.010095000,11.0.2.1,11.0.4.1,17
93476,0.010095000,11.0.2.1,11.0.4.1,17
93477,0.010095000,11.0.2.1,11.0.4.1,17
93478,0.010096000,11.0.2.1,11.0.4.1,17
93479,0.010096000,11.0.2.1,11.0.4.1,17
93480,0.010096000,11.0.2.1,11.0.4.1,17
93481,0.010096000,11.0.2.1,11.0.4.1,17
93482,0.010096000,11.0.2.1,11.0.4.1,17
93483,0.010097000,11.0.2.1,11.0.4.1,17
93484,0.010097000,11.0.2.1,11.0.4.1,17
93485,0.010097000,11.0.2.1,11.0.4.1,17
93486,0.010097000,11.0.2.1,11.0.4.1,17
93487,0.010097000,11.0.1.1,11.0.3.1,17
93488,0.010098000,11.0.2.1,11.0.4.1,17
93489,0.010098000,11.0.2.1,11.0.4.1,17
93490,0.010098000,11.0.2.1,11.0.4.1,17
93491,0.010098000,11.0.2.1,11.0.4.1,17
93492,0.010098000,11.0.2.1,11.0.4.1,17
93493,0.010099000,11.0.2.1,11.0.4.1,17
93494,0.010099000,11.0.2.1,11.0.4.1,17
93495,0.010099000,11.0.2.1,11.0.4.1,17
93496,0.010099000,11.0.2.1,11.0.4.1,17
93497,0.010099000,11.0.2.1,11.0.4.1,17
93498,0.010100000,11.0.2.1,11.0.4.1,17
93499,0.010100000,11.0.2.1,11.0.4.1,17
93500,0.010100000,11.0.2.1,11.0.4.1,17
93501,0.010100000,11.0.2.1,11.0.4.1,17
93502,0.010101000,11.0.2.1,11.0.4.1,17
93503,0.010101000,11.0.2.1,11.0.4.1,17
93504,0.010101000,11.0.2.1,11.0.4.1,17
93505,0.010101000,11.0.2.1,11.0.4.1,17
93506,0.010101000,11.0.2.1,11.0.4.1,17
93507,0.010102000,11.0.2.1,11.0.4.1,17
93508,0.010102000,11.0.2.1,11.0.4.1,17
93509,0.010102000,11.0.2.1,11.0.4.1,17
93510,0.010102000,11.0.2.1,11.0.4.1,17
93511,0.010102000,11.0.2.1,11.0.4.1,17
93512,0.010103000,11.0.2.1,11.0.4.1,17
93513,0.010103000,11.0.2.1,11.0.4.1,17
93514,0.010103000,11.0.2.1,11.0.4.1,17
93515,0.010103000,11.0.2.1,11.0.4.1,17
93516,0.010104000,11.0.2.1,11.0.4.1,17
93517,0.010104000,11.0.2.1,11.0.4.1,17
93518,0.010104000,11.0.2.1,11.0.4.1,17
93519,0.010104000,11.0.2.1,11.0.4.1,17
93520,0.010104000,11.0.2.1,11.0.4.1,17
93521,0.010105000,11.0.2.1,11.0.4.1,17
93522,0.010105000,11.0.2.1,11.0.4.1,17
93523,0.010105000,11.0.2.1,11.0.4.1,17
93524,0.010105000,11.0.2.1,11.0.4.1,17
93525,0.010105000,11.0.2.1,11.0.4.1,17
93526,0.010106000,11.0.2.1,11.0.4.1,17
93527,0.010106000,11.0.2.1,11.0.4.1,17
93528,0.010106000,11.0.2.1,11.0.4.1,17
93529,0.010106000,11.0.2.1,11.0.4.1,17
93530,0.010107000,11.0.2.1,11.0.4.1,17
93531,0.010107000,11.0.2.1,11.0.4.1,17
93532,0.010107000,11.0.2.1,11.0.4.1,17
93533,0.010107000,11.0.2.1,11.0.4.1,17
93534,0.010107000,11.0.2.1,11.0.4.1,17
93535,0.010108000,11.0.2.1,11.0.4.1,17
93536,0.010108000,11.0.2.1,11.0.4.1,17
93537,0.010108000,11.0.2.1,11.0.4.1,17
93538,0.010108000,11.0.2.1,11.0.4.1,17
93539,0.010108000,11.0.2.1,11.0.4.1,17
93540,0.010109000,11.0.2.1,11.0.4.1,17
93541,0.010109000,11.0.2.1,11.0.4.1,17
93542,0.010109000,11.0.2.1,11.0.4.1,17
93543,0.010109000,11.0.2.1,11.0.4.1,17
93544,0.010110000,11.0.2.1,11.0.4.1,17
93545,0.010110000,11.0.2.1,11.0.4.1,17
93546,0.010110000,11.0.2.1,11.0.4.1,17
93547,0.010110000,11.0.2.1,11.0.4.1,17
93548,0.010110000,11.0.2.1,11.0.4.1,17
93549,0.010111000,11.0.2.1,11.0.4.1,17
93550,0.010111000,11.0.2.1,11.0.4.1,17
93551,0.010111000,11.0.2.1,11.0.4.1,17
93552,0.010111000,11.0.2.1,11.0.4.1,17
93553,0.010111000,11.0.2.1,11.0.4.1,17
93554,0.010112000,11.0.2.1,11.0.4.1,17
93555,0.010112000,11.0.2.1,11.0.4.1,17
93556,0.010112000,11.0.2.1,11.0.4.1,17
93557,0.010112000,11.0.2.1,11.0.4.1,17
93558,0.010113000,11.0.2.1,11.0.4.1,17
93559,0.010113000,11.0.2.1,11.0.4.1,17
93560,0.010113000,11.0.2.1,11.0.4.1,17
93561,0.010113000,11.0.2.1,11.0.4.1,17
93562,0.010113000,11.0.2.1,11.0.4.1,17
93563,0.010114000,11.0.2.1,11.0.4.1,17
93564,0.010114000,11.0.2.1,11.0.4.1,17
93565,0.010114000,11.0.2.1,11.0.4.1,17
93566,0.010114000,11.0.2.1,11.0.4.1,17
93567,0.010114000,11.0.2.1,11.0.4.1,17
93568,0.010115000,11.0.2.1,11.0.4.1,17
93569,0.010115000,11.0.2.1,11.0.4.1,17
93570,0.010115000,11.0.2.1,11.0.4.1,17
93571,0.010115000,11.0.2.1,11.0.4.1,17
93572,0.010116000,11.0.2.1,11.0.4.1,17
93573,0.010116000,11.0.2.1,11.0.4.1,17
93574,0.010116000,11.0.2.1,11.0.4.1,17
93575,0.010116000,11.0.2.1,11.0.4.1,17
93576,0.010116000,11.0.2.1,11.0.4.1,17
93577,0.010117000,11.0.1.1,11.0.3.1,17
93578,0.010117000,11.0.2.1,11.0.4.1,17
93579,0.010117000,11.0.2.1,11.0.4.1,17
93580,0.010117000,11.0.2.1,11.0.4.1,17
93581,0.010117000,11.0.2.1,11.0.4.1,17
93582,0.010117000,11.0.2.1,11.0.4.1,17
93583,0.010118000,11.0.2.1,11.0.4.1,17
93584,0.010118000,11.0.2.1,11.0.4.1,17
93585,0.010118000,11.0.2.1,11.0.4.1,17
93586,0.010118000,11.0.2.1,11.0.4.1,17
93587,0.010119000,11.0.2.1,11.0.4.1,17
93588,0.010119000,11.0.2.1,11.0.4.1,17
93589,0.010119000,11.0.2.1,11.0.4.1,17
93590,0.010119000,11.0.2.1,11.0.4.1,17
93591,0.010119000,11.0.2.1,11.0.4.1,17
93592,0.010120000,11.0.2.1,11.0.4.1,17
93593,0.010120000,11.0.2.1,11.0.4.1,17
93594,0.010120000,11.0.2.1,11.0.4.1,17
93595,0.010120000,11.0.2.1,11.0.4.1,17
93596,0.010120000,11.0.2.1,11.0.4.1,17
93597,0.010121000,11.0.2.1,11.0.4.1,17
93598,0.010121000,11.0.2.1,11.0.4.1,17
93599,0.010121000,11.0.2.1,11.0.4.1,17
93600,0.010121000,11.0.2.1,11.0.4.1,17
93601,0.010122000,11.0.2.1,11.0.4.1,17
93602,0.010122000,11.0.2.1,11.0.4.1,17
93603,0.010122000,11.0.2.1,11.0.4.1,17
93604,0.010122000,11.0.2.1,11.0.4.1,17
93605,0.010122000,11.0.2.1,11.0.4.1,17
93606,0.010123000,11.0.2.1,11.0.4.1,17
93607,0.010123000,11.0.2.1,11.0.4.1,17
93608,0.010123000,11.0.2.1,11.0.4.1,17
93609,0.010123000,11.0.2.1,11.0.4.1,17
93610,0.010124000,11.0.2.1,11.0.4.1,17
93611,0.010124000,11.0.2.1,11.0.4.1,17
93612,0.010124000,11.0.2.1,11.0.4.1,17
93613,0.010124000,11.0.2.1,11.0.4.1,17
93614,0.010124000,11.0.2.1,11.0.4.1,17
93615,0.010125000,11.0.2.1,11.0.4.1,17
93616,0.010125000,11.0.2.1,11.0.4.1,17
93617,0.010125000,11.0.2.1,11.0.4.1,17
93618,0.010125000,11.0.2.1,11.0.4.1,17
93619,0.010125000,11.0.2.1,11.0.4.1,17
93620,0.010126000,11.0.2.1,11.0.4.1,17
93621,0.010126000,11.0.2.1,11.0.4.1,17
93622,0.010126000,11.0.2.1,11.0.4.1,17
93623,0.010126000,11.0.2.1,11.0.4.1,17
93624,0.010127000,11.0.2.1,11.0.4.1,17
93625,0.010127000,11.0.2.1,11.0.4.1,17
93626,0.010127000,11.0.2.1,11.0.4.1,17
93627,0.010127000,11.0.2.1,11.0.4.1,17
93628,0.010127000,11.0.2.1,11.0.4.1,17
93629,0.010128000,11.0.2.1,11.0.4.1,17
93630,0.010128000,11.0.2.1,11.0.4.1,17
93631,0.010128000,11.0.2.1,11.0.4.1,17
93632,0.010128000,11.0.2.1,11.0.4.1,17
93633,0.010128000,11.0.2.1,11.0.4.1,17
93634,0.010129000,11.0.2.1,11.0.4.1,17
93635,0.010129000,11.0.2.1,11.0.4.1,17
93636,0.010129000,11.0.2.1,11.0.4.1,17
93637,0.010129000,11.0.2.1,11.0.4.1,17
93638,0.010130000,11.0.2.1,11.0.4.1,17
93639,0.010130000,11.0.2.1,11.0.4.1,17
93640,0.010130000,11.0.2.1,11.0.4.1,17
93641,0.010130000,11.0.2.1,11.0.4.1,17
93642,0.010130000,11.0.2.1,11.0.4.1,17
93643,0.010131000,11.0.2.1,11.0.4.1,17
93644,0.010131000,11.0.2.1,11.0.4.1,17
93645,0.010131000,11.0.2.1,11.0.4.1,17
93646,0.010131000,11.0.2.1,11.0.4.1,17
93647,0.010131000,11.0.2.1,11.0.4.1,17
93648,0.010132000,11.0.2.1,11.0.4.1,17
93649,0.010132000,11.0.2.1,11.0.4.1,17
93650,0.010132000,11.0.2.1,11.0.4.1,17
93651,0.010132000,11.0.2.1,11.0.4.1,17
93652,0.010133000,11.0.2.1,11.0.4.1,17
93653,0.010133000,11.0.2.1,11.0.4.1,17
93654,0.010133000,11.0.2.1,11.0.4.1,17
93655,0.010133000,11.0.2.1,11.0.4.1,17
93656,0.010133000,11.0.2.1,11.0.4.1,17
93657,0.010134000,11.0.2.1,11.0.4.1,17
93658,0.010134000,11.0.2.1,11.0.4.1,17
93659,0.010134000,11.0.2.1,11.0.4.1,17
93660,0.010134000,11.0.2.1,11.0.4.1,17
93661,0.010134000,11.0.2.1,11.0.4.1,17
93662,0.010135000,11.0.2.1,11.0.4.1,17
93663,0.010135000,11.0.2.1,11.0.4.1,17
93664,0.010135000,11.0.2.1,11.0.4.1,17
93665,0.010135000,11.0.2.1,11.0.4.1,17
93666,0.010136000,11.0.2.1,11.0.4.1,17
93667,0.010136000,11.0.1.1,11.0.3.1,17
93668,0.010136000,11.0.2.1,11.0.4.1,17
93669,0.010136000,11.0.2.1,11.0.4.1,17
93670,0.010136000,11.0.2.1,11.0.4.1,17
93671,0.010136000,11.0.2.1,11.0.4.1,17
93672,0.010137000,11.0.2.1,11.0.4.1,17
93673,0.010137000,11.0.2.1,11.0.4.1,17
93674,0.010137000,11.0.2.1,11.0.4.1,17
93675,0.010137000,11.0.2.1,11.0.4.1,17
93676,0.010137000,11.0.2.1,11.0.4.1,17
93677,0.010138000,11.0.2.1,11.0.4.1,17
93678,0.010138000,11.0.2.1,11.0.4.1,17
93679,0.010138000,11.0.2.1,11.0.4.1,17
93680,0.010138000,11.0.2.1,11.0.4.1,17
93681,0.010139000,11.0.2.1,11.0.4.1,17
93682,0.010139000,11.0.2.1,11.0.4.1,17
93683,0.010139000,11.0.2.1,11.0.4.1,17
93684,0.010139000,11.0.2.1,11.0.4.1,17
93685,0.010139000,11.0.2.1,11.0.4.1,17
93686,0.010140000,11.0.2.1,11.0.4.1,17
93687,0.010140000,11.0.2.1,11.0.4.1,17
93688,0.010140000,11.0.2.1,11.0.4.1,17
93689,0.010140000,11.0.2.1,11.0.4.1,17
93690,0.010140000,11.0.2.1,11.0.4.1,17
93691,0.010141000,11.0.2.1,11.0.4.1,17
93692,0.010141000,11.0.2.1,11.0.4.1,17
93693,0.010141000,11.0.2.1,11.0.4.1,17
93694,0.010141000,11.0.2.1,11.0.4.1,17
93695,0.010142000,11.0.2.1,11.0.4.1,17
93696,0.010142000,11.0.2.1,11.0.4.1,17
93697,0.010142000,11.0.2.1,11.0.4.1,17
93698,0.010142000,11.0.2.1,11.0.4.1,17
93699,0.010142000,11.0.2.1,11.0.4.1,17
93700,0.010143000,11.0.2.1,11.0.4.1,17
93701,0.010143000,11.0.2.1,11.0.4.1,17
93702,0.010143000,11.0.2.1,11.0.4.1,17
93703,0.010143000,11.0.2.1,11.0.4.1,17
93704,0.010144000,11.0.2.1,11.0.4.1,17
93705,0.010144000,11.0.2.1,11.0.4.1,17
93706,0.010144000,11.0.2.1,11.0.4.1,17
93707,0.010144000,11.0.2.1,11.0.4.1,17
93708,0.010144000,11.0.2.1,11.0.4.1,17
93709,0.010145000,11.0.2.1,11.0.4.1,17
93710,0.010145000,11.0.2.1,11.0.4.1,17
93711,0.010145000,11.0.2.1,11.0.4.1,17
93712,0.010145000,11.0.2.1,11.0.4.1,17
93713,0.010145000,11.0.2.1,11.0.4.1,17
93714,0.010146000,11.0.2.1,11.0.4.1,17
93715,0.010146000,11.0.2.1,11.0.4.1,17
93716,0.010146000,11.0.2.1,11.0.4.1,17
93717,0.010146000,11.0.2.1,11.0.4.1,17
93718,0.010147000,11.0.2.1,11.0.4.1,17
93719,0.010147000,11.0.2.1,11.0.4.1,17
93720,0.010147000,11.0.2.1,11.0.4.1,17
93721,0.010147000,11.0.2.1,11.0.4.1,17
93722,0.010147000,11.0.2.1,11.0.4.1,17
93723,0.010148000,11.0.2.1,11.0.4.1,17
93724,0.010148000,11.0.2.1,11.0.4.1,17
93725,0.010148000,11.0.2.1,11.0.4.1,17
93726,0.010148000,11.0.2.1,11.0.4.1,17
93727,0.010148000,11.0.2.1,11.0.4.1,17
93728,0.010149000,11.0.2.1,11.0.4.1,17
93729,0.010149000,11.0.2.1,11.0.4.1,17
93730,0.010149000,11.0.2.1,11.0.4.1,17
93731,0.010149000,11.0.2.1,11.0.4.1,17
93732,0.010150000,11.0.2.1,11.0.4.1,17
93733,0.010150000,11.0.2.1,11.0.4.1,17
93734,0.010150000,11.0.2.1,11.0.4.1,17
93735,0.010150000,11.0.2.1,11.0.4.1,17
93736,0.010150000,11.0.2.1,11.0.4.1,17
93737,0.010151000,11.0.2.1,11.0.4.1,17
93738,0.010151000,11.0.2.1,11.0.4.1,17
93739,0.010151000,11.0.2.1,11.0.4.1,17
93740,0.010151000,11.0.2.1,11.0.4.1,17
93741,0.010151000,11.0.2.1,11.0.4.1,17
93742,0.010152000,11.0.2.1,11.0.4.1,17
93743,0.010152000,11.0.2.1,11.0.4.1,17
93744,0.010152000,11.0.2.1,11.0.4.1,17
93745,0.010152000,11.0.2.1,11.0.4.1,17
93746,0.010153000,11.0.2.1,11.0.4.1,17
93747,0.010153000,11.0.2.1,11.0.4.1,17
93748,0.010153000,11.0.2.1,11.0.4.1,17
93749,0.010153000,11.0.2.1,11.0.4.1,17
93750,0.010153000,11.0.2.1,11.0.4.1,17
93751,0.010154000,11.0.2.1,11.0.4.1,17
93752,0.010154000,11.0.2.1,11.0.4.1,17
93753,0.010154000,11.0.2.1,11.0.4.1,17
93754,0.010154000,11.0.2.1,11.0.4.1,17
93755,0.010154000,11.0.2.1,11.0.4.1,17
93756,0.010155000,11.0.2.1,11.0.4.1,17
93757,0.010155000,11.0.1.1,11.0.3.1,17
93758,0.010155000,11.0.2.1,11.0.4.1,17
93759,0.010155000,11.0.2.1,11.0.4.1,17
93760,0.010155000,11.0.2.1,11.0.4.1,17
93761,0.010156000,11.0.2.1,11.0.4.1,17
93762,0.010156000,11.0.2.1,11.0.4.1,17
93763,0.010156000,11.0.2.1,11.0.4.1,17
93764,0.010156000,11.0.2.1,11.0.4.1,17
93765,0.010156000,11.0.2.1,11.0.4.1,17
93766,0.010157000,11.0.2.1,11.0.4.1,17
93767,0.010157000,11.0.2.1,11.0.4.1,17
93768,0.010157000,11.0.2.1,11.0.4.1,17
93769,0.010157000,11.0.2.1,11.0.4.1,17
93770,0.010157000,11.0.2.1,11.0.4.1,17
93771,0.010158000,11.0.2.1,11.0.4.1,17
93772,0.010158000,11.0.2.1,11.0.4.1,17
93773,0.010158000,11.0.2.1,11.0.4.1,17
93774,0.010158000,11.0.2.1,11.0.4.1,17
93775,0.010159000,11.0.2.1,11.0.4.1,17
93776,0.010159000,11.0.2.1,11.0.4.1,17
93777,0.010159000,11.0.2.1,11.0.4.1,17
93778,0.010159000,11.0.2.1,11.0.4.1,17
93779,0.010159000,11.0.2.1,11.0.4.1,17
93780,0.010160000,11.0.2.1,11.0.4.1,17
93781,0.010160000,11.0.2.1,11.0.4.1,17
93782,0.010160000,11.0.2.1,11.0.4.1,17
93783,0.010160000,11.0.2.1,11.0.4.1,17
93784,0.010160000,11.0.2.1,11.0.4.1,17
93785,0.010161000,11.0.2.1,11.0.4.1,17
93786,0.010161000,11.0.2.1,11.0.4.1,17
93787,0.010161000,11.0.2.1,11.0.4.1,17
